tissue	N	ensid	gene	local.h2	local.se	local.p	gene	global.h2	global.se	global.p	gene	loc.jt.h2	loc.jt.se	glo.jt.h2	glo.jt.se
DGN-WB	922	ENSG00000241945.3	PWP2	0.125927	0.032487	0	PWP2	0.000001	0.161336	0.5	PWP2	NA	NA	NA	NA
DGN-WB	922	ENSG00000241837.2	ATP5O	0.046853	0.022728	0.001592	ATP5O	0.000001	0.153392	0.5	ATP5O	0.045041	0.022771	0.000001	0.155615
DGN-WB	922	ENSG00000241644.2	INMT	0.055181	0.025088	0.0003105	INMT	0.000001	0.154202	0.5	INMT	NA	NA	NA	NA
DGN-WB	922	ENSG00000241563.2	CORT	0.034861	0.019062	0.0003801	CORT	0.000001	0.144199	0.5	CORT	0.034951	0.019105	0.009083	0.143307
DGN-WB	922	ENSG00000241399.2	CD302	0.108468	0.034290	2.565e-10	CD302	0.000001	0.148013	0.5	CD302	NA	NA	NA	NA
DGN-WB	922	ENSG00000241360.1	PDXP	0.037721	0.021607	0.008387	PDXP	0.000001	0.160179	0.5	PDXP	0.034523	0.021561	0.000001	0.165823
DGN-WB	922	ENSG00000240857.1	RDH14	0.000001	0.013312	0.5	RDH14	0.000001	0.152873	0.5	RDH14	NA	NA	NA	NA
DGN-WB	922	ENSG00000240694.4	PNMA2	0.095033	0.029536	1.84e-10	PNMA2	0.000001	0.156897	0.5	PNMA2	NA	NA	NA	NA
DGN-WB	922	ENSG00000240682.5	ISY1	0.014347	0.014193	0.1407	ISY1	0.000001	0.158927	0.5	ISY1	0.013821	0.014009	0.000001	0.157974
DGN-WB	922	ENSG00000240583.6	AQP1	0.034771	0.021261	0.02314	AQP1	0.000001	0.150379	0.5	AQP1	0.033478	0.021311	0.000001	0.152519
DGN-WB	922	ENSG00000240563.1	L1TD1	0.218583	0.046239	5.551e-15	L1TD1	0.000001	0.149735	0.5	L1TD1	NA	NA	NA	NA
DGN-WB	922	ENSG00000240505.4	TNFRSF13B	0.000001	0.007705	0.5	TNFRSF13B	0.000001	0.162995	0.5	TNFRSF13B	NA	NA	NA	NA
DGN-WB	922	ENSG00000240403.1	KIR3DL2	0.341877	0.046342	0	KIR3DL2	0.000001	0.153690	0.5	KIR3DL2	0.343590	0.046400	0.071653	0.122355
DGN-WB	922	ENSG00000240038.2	AMY2B	0.308669	0.061326	1.021e-12	AMY2B	0.000001	0.151036	0.5	AMY2B	NA	NA	NA	NA
DGN-WB	922	ENSG00000239998.1	LILRA2	0.255275	0.039151	0	LILRA2	0.000001	0.155171	0.5	LILRA2	0.255461	0.039175	0.013264	0.131705
DGN-WB	922	ENSG00000239857.2	GET4	0.185376	0.041732	0	GET4	0.000001	0.152098	0.5	GET4	0.186089	0.041839	0.033379	0.133352
DGN-WB	922	ENSG00000239713.3	APOBEC3G	0.363540	0.052583	0	APOBEC3G	0.000001	0.156178	0.5	APOBEC3G	0.340033	0.051699	0.000001	0.112946
DGN-WB	922	ENSG00000239672.3	NME1	0.383317	0.051305	0	NME1	0.000001	0.152840	0.5	NME1	0.383488	0.051297	0.117629	0.111064
DGN-WB	922	ENSG00000239388.4	ASB14	0.036640	0.019619	0.0005489	ASB14	0.000001	0.158360	0.5	ASB14	0.034739	0.019375	0.000001	0.160124
DGN-WB	922	ENSG00000239382.6	ALKBH6	0.000001	0.015403	0.5	ALKBH6	0.000001	0.155881	0.5	ALKBH6	NA	NA	NA	NA
DGN-WB	922	ENSG00000239306.3	RBM14	0.000001	0.008604	0.5	RBM14	0.000001	0.157772	0.5	RBM14	0.000001	0.008666	0.007408	0.158467
DGN-WB	922	ENSG00000239282.3	GATSL3	0.323982	0.054731	0	GATSL3	0.000001	0.160584	0.5	GATSL3	0.323469	0.054623	0.085879	0.115393
DGN-WB	922	ENSG00000239264.3	TXNDC5	0.000001	0.007337	0.5	TXNDC5	0.000001	0.155055	0.5	TXNDC5	NA	NA	NA	NA
DGN-WB	922	ENSG00000238244.2	GABARAPL3	0.002547	0.010097	0.3879	GABARAPL3	0.000001	0.151158	0.5	GABARAPL3	0.002504	0.010173	0.000001	0.152731
DGN-WB	922	ENSG00000237693.3	IRGM	0.068617	0.026362	5.68e-07	IRGM	0.000001	0.151624	0.5	IRGM	0.050680	0.021225	0.000001	0.148269
DGN-WB	922	ENSG00000237649.3	KIFC1	0.006735	0.013201	0.3078	KIFC1	0.000001	0.149904	0.5	KIFC1	0.005614	0.013252	0.000001	0.156413
DGN-WB	922	ENSG00000237172.3	B3GNT9	0.035204	0.020002	1.425e-05	B3GNT9	0.000001	0.154647	0.5	B3GNT9	0.032845	0.019560	0.000001	0.159343
DGN-WB	922	ENSG00000236882.3	C5orf27	0.105325	0.034464	5.659e-06	C5orf27	0.000001	0.164060	0.5	C5orf27	0.049649	0.022546	0.000001	0.159299
DGN-WB	922	ENSG00000236624.4	CCDC163P	0.730151	0.039543	0	CCDC163P	0.000001	0.147104	0.5	CCDC163P	0.699733	0.043279	0.000001	0.050973
DGN-WB	922	ENSG00000236609.3	ZNF853	0.100521	0.034952	6.718e-06	ZNF853	0.000001	0.168620	0.5	ZNF853	0.089889	0.034507	0.000001	0.169595
DGN-WB	922	ENSG00000236287.3	ZBED5	0.012271	0.015625	0.1742	ZBED5	0.000001	0.156255	0.5	ZBED5	0.011924	0.015714	0.000001	0.158371
DGN-WB	922	ENSG00000236104.2	ZBTB22	0.092668	0.030837	1.592e-07	ZBTB22	0.000001	0.153959	0.5	ZBTB22	0.092688	0.030849	0.001690	0.143478
DGN-WB	922	ENSG00000235863.2	B3GALT4	0.000078	0.009367	0.4966	B3GALT4	0.000001	0.155057	0.5	B3GALT4	NA	NA	NA	NA
DGN-WB	922	ENSG00000235162.4	C12orf75	0.126396	0.034588	1.901e-13	C12orf75	0.000001	0.157529	0.5	C12orf75	NA	NA	NA	NA
DGN-WB	922	ENSG00000234545.3	FAM133B	0.000001	0.010001	0.5	FAM133B	0.000001	0.155935	0.5	FAM133B	NA	NA	NA	NA
DGN-WB	922	ENSG00000234511.4	C5orf58	0.053161	0.023597	0.0005789	C5orf58	0.000001	0.153033	0.5	C5orf58	0.049926	0.023502	0.000001	0.154035
DGN-WB	922	ENSG00000234444.4	ZNF736	0.078556	0.036729	7.304e-11	ZNF736	0.000001	0.164631	0.5	ZNF736	0.069834	0.034820	0.000001	0.165186
DGN-WB	922	ENSG00000234284.2	ZNF879	0.180289	0.035594	0	ZNF879	0.000001	0.149972	0.5	ZNF879	0.142916	0.029554	0.000001	0.138297
DGN-WB	922	ENSG00000233927.4	RPS28	0.805289	0.020880	0	RPS28	0.000001	0.128717	0.5	RPS28	0.810814	0.020234	0.130420	0.039600
DGN-WB	922	ENSG00000233822.3	HIST1H2BN	0.000001	0.009048	0.5	HIST1H2BN	0.000001	0.157218	0.5	HIST1H2BN	NA	NA	NA	NA
DGN-WB	922	ENSG00000233608.2	TWIST2	0.126435	0.035550	2.314e-08	TWIST2	0.000001	0.149249	0.5	TWIST2	0.111857	0.034923	0.000001	0.148345
DGN-WB	922	ENSG00000233436.3	BTBD18	0.000001	0.008468	0.5	BTBD18	0.000001	0.151378	0.5	BTBD18	NA	NA	NA	NA
DGN-WB	922	ENSG00000232434.1	C9orf172	0.002625	0.011560	0.412	C9orf172	0.000001	0.154420	0.5	C9orf172	0.002694	0.011863	0.000001	0.158020
DGN-WB	922	ENSG00000231925.7	TAPBP	0.038449	0.022925	0.02557	TAPBP	0.000001	0.160517	0.5	TAPBP	0.036053	0.022689	0.000001	0.162448
DGN-WB	922	ENSG00000231500.2	RPS18	0.119757	0.038327	4.134e-06	RPS18	0.000001	0.154208	0.5	RPS18	NA	NA	NA	NA
DGN-WB	922	ENSG00000229809.4	ZNF688	0.010754	0.013104	0.1856	ZNF688	0.000001	0.153632	0.5	ZNF688	0.010512	0.013066	0.000001	0.154573
DGN-WB	922	ENSG00000229474.2	PATL2	0.333876	0.071027	5.56e-08	PATL2	0.000001	0.161287	0.5	PATL2	0.308614	0.070306	0.000001	0.117963
DGN-WB	922	ENSG00000229453.1	SPINK8	0.139686	0.059870	0	SPINK8	0.000001	0.157832	0.5	SPINK8	0.139072	0.059665	0.067325	0.136539
DGN-WB	922	ENSG00000229314.4	ORM1	0.546360	0.043821	0	ORM1	0.000001	0.152638	0.5	ORM1	0.545493	0.043877	0.000001	0.085164
DGN-WB	922	ENSG00000228716.2	DHFR	0.232995	0.040587	0	DHFR	0.000001	0.161886	0.5	DHFR	NA	NA	NA	NA
DGN-WB	922	ENSG00000228300.9	C19orf24	0.300708	0.041612	0	C19orf24	0.000001	0.154409	0.5	C19orf24	0.275311	0.040097	0.000001	0.133086
DGN-WB	922	ENSG00000228278.2	ORM2	0.507442	0.045760	0	ORM2	0.000001	0.150383	0.5	ORM2	0.492105	0.046223	0.000001	0.094674
DGN-WB	922	ENSG00000227345.4	PARG	0.109883	0.036130	4.257e-08	PARG	0.000001	0.146199	0.5	PARG	0.110299	0.036207	0.020171	0.136256
DGN-WB	922	ENSG00000227124.4	ZNF717	0.287375	0.060031	0	ZNF717	0.000001	0.140833	0.5	ZNF717	0.287827	0.059994	0.038351	0.102114
DGN-WB	922	ENSG00000227051.4	C14orf132	0.516933	0.041028	0	C14orf132	0.000001	0.156191	0.5	C14orf132	0.516436	0.041042	0.000001	0.091517
DGN-WB	922	ENSG00000226777.3	KIAA0125	0.000001	0.006075	0.5	KIAA0125	0.000001	0.166678	0.5	KIAA0125	NA	NA	NA	NA
DGN-WB	922	ENSG00000226650.4	KIF4B	0.000001	0.010844	0.5	KIF4B	0.000001	0.154825	0.5	KIF4B	NA	NA	NA	NA
DGN-WB	922	ENSG00000226479.3	TMEM185B	0.036067	0.020309	0.002848	TMEM185B	0.000001	0.154021	0.5	TMEM185B	0.034468	0.020210	0.000001	0.155348
DGN-WB	922	ENSG00000225830.6	ERCC6	0.069907	0.025923	4.635e-07	ERCC6	0.000001	0.153932	0.5	ERCC6	NA	NA	NA	NA
DGN-WB	922	ENSG00000225697.6	SLC26A6	0.054480	0.031039	9.718e-11	SLC26A6	0.000001	0.158824	0.5	SLC26A6	NA	NA	NA	NA
DGN-WB	922	ENSG00000225614.2	ZNF469	0.042560	0.021780	0.001681	ZNF469	0.000001	0.161384	0.5	ZNF469	0.032863	0.021546	0.000001	0.184327
DGN-WB	922	ENSG00000225556.1	C2CD4D	0.002316	0.008017	0.3728	C2CD4D	0.000001	0.153545	0.5	C2CD4D	0.002143	0.008110	0.000001	0.158661
DGN-WB	922	ENSG00000225485.3	ARHGAP23	0.007654	0.014952	0.347	ARHGAP23	0.000001	0.152725	0.5	ARHGAP23	NA	NA	NA	NA
DGN-WB	922	ENSG00000225190.4	PLEKHM1	0.052986	0.031533	0.02608	PLEKHM1	0.000001	0.147433	0.5	PLEKHM1	0.053391	0.031668	0.013475	0.142924
DGN-WB	922	ENSG00000224940.4	PRRT4	0.000001	0.012764	0.5	PRRT4	0.000001	0.154444	0.5	PRRT4	NA	NA	NA	NA
DGN-WB	922	ENSG00000224383.3	C17orf72	0.198344	0.052079	0	C17orf72	0.000001	0.158177	0.5	C17orf72	NA	NA	NA	NA
DGN-WB	922	ENSG00000224051.2	GLTPD1	0.168126	0.044084	0	GLTPD1	0.000001	0.154371	0.5	GLTPD1	NA	NA	NA	NA
DGN-WB	922	ENSG00000223865.6	HLA-DPB1	0.350623	0.051230	0	HLA-DPB1	0.000001	0.155785	0.5	HLA-DPB1	0.332959	0.050617	0.000001	0.112431
DGN-WB	922	ENSG00000223638.3	RFPL4A	0.444749	0.044306	0	RFPL4A	0.000001	0.139502	0.5	RFPL4A	0.444532	0.044320	0.007736	0.093750
DGN-WB	922	ENSG00000223609.3	HBD	0.000001	0.016093	0.5	HBD	0.000001	0.160707	0.5	HBD	NA	NA	NA	NA
DGN-WB	922	ENSG00000223547.5	ZNF844	0.038024	0.021414	0.007922	ZNF844	0.000001	0.148381	0.5	ZNF844	0.035531	0.021361	0.000001	0.152129
DGN-WB	922	ENSG00000223510.2	CDRT15	0.450259	0.039564	0	CDRT15	0.000001	0.150873	0.5	CDRT15	0.427572	0.039223	0.000001	0.102921
DGN-WB	922	ENSG00000223496.1	EXOSC6	0.343911	0.060243	0	EXOSC6	0.000001	0.154159	0.5	EXOSC6	0.333043	0.059324	0.000001	0.111100
DGN-WB	922	ENSG00000222046.2	DCDC2B	0.000001	0.007548	0.5	DCDC2B	0.000001	0.142895	0.5	DCDC2B	NA	NA	NA	NA
DGN-WB	922	ENSG00000222011.4	FAM185A	0.147024	0.042011	5.225e-09	FAM185A	0.000001	0.166851	0.5	FAM185A	0.123487	0.040798	0.000001	0.170041
DGN-WB	922	ENSG00000221978.7	CCNL2	0.001768	0.008519	0.4111	CCNL2	0.000001	0.147343	0.5	CCNL2	0.001088	0.008376	0.000001	0.152924
DGN-WB	922	ENSG00000221962.3	TMEM14E	0.043643	0.023249	0.01068	TMEM14E	0.000001	0.154941	0.5	TMEM14E	0.040494	0.023080	0.000001	0.157387
DGN-WB	922	ENSG00000221947.3	XKR9	0.154258	0.034329	0	XKR9	0.000001	0.160024	0.5	XKR9	NA	NA	NA	NA
DGN-WB	922	ENSG00000221914.4	PPP2R2A	0.020130	0.016924	0.06771	PPP2R2A	0.000001	0.160527	0.5	PPP2R2A	0.018852	0.017048	0.000001	0.165688
DGN-WB	922	ENSG00000221890.2	NPTXR	0.430449	0.051911	0	NPTXR	0.000001	0.158286	0.5	NPTXR	0.429915	0.051885	0.038726	0.105141
DGN-WB	922	ENSG00000221866.5	PLXNA4	0.036863	0.021383	0.008192	PLXNA4	0.000001	0.144806	0.5	PLXNA4	0.017570	0.014913	0.000001	0.144749
DGN-WB	922	ENSG00000221843.2	C2orf16	0.004288	0.007308	0.1905	C2orf16	0.000001	0.150906	0.5	C2orf16	0.004222	0.007674	0.000001	0.161241
DGN-WB	922	ENSG00000221838.5	AP4M1	0.422635	0.057352	0	AP4M1	0.000001	0.152662	0.5	AP4M1	0.413687	0.056960	0.000001	0.087337
DGN-WB	922	ENSG00000221821.2	C6orf226	0.090455	0.029225	1.756e-09	C6orf226	0.000001	0.163948	0.5	C6orf226	0.082288	0.028562	0.000001	0.159333
DGN-WB	922	ENSG00000220201.3	ZGLP1	0.144111	0.041178	1.598e-08	ZGLP1	0.000001	0.156601	0.5	ZGLP1	NA	NA	NA	NA
DGN-WB	922	ENSG00000216937.7	CCDC7	0.001531	0.008855	0.4284	CCDC7	0.000001	0.156682	0.5	CCDC7	0.001409	0.009043	0.000001	0.161538
DGN-WB	922	ENSG00000216490.2	IFI30	0.234104	0.040980	0	IFI30	0.000001	0.160950	0.5	IFI30	0.234422	0.041022	0.014740	0.136052
DGN-WB	922	ENSG00000215790.2	SLC35E2	0.056889	0.024504	6.253e-06	SLC35E2	0.000001	0.156160	0.5	SLC35E2	NA	NA	NA	NA
DGN-WB	922	ENSG00000215788.5	TNFRSF25	0.034504	0.021340	0.01872	TNFRSF25	0.000001	0.143691	0.5	TNFRSF25	0.031868	0.021262	0.000001	0.147907
DGN-WB	922	ENSG00000215704.5	CELA2B	0.004736	0.013209	0.3599	CELA2B	0.000001	0.145770	0.5	CELA2B	0.004639	0.013425	0.000001	0.148753
DGN-WB	922	ENSG00000215595.1	C20orf202	0.014358	0.018261	0.1787	C20orf202	0.000001	0.155664	0.5	C20orf202	0.014229	0.018563	0.000001	0.158471
DGN-WB	922	ENSG00000215440.7	NPEPL1	0.084723	0.032629	0.002616	NPEPL1	0.000001	0.158031	0.5	NPEPL1	0.069909	0.030316	0.000001	0.154100
DGN-WB	922	ENSG00000215397.3	SCRT2	0.179544	0.045342	5.359e-06	SCRT2	0.000001	0.147984	0.5	SCRT2	NA	NA	NA	NA
DGN-WB	922	ENSG00000215305.5	VPS16	0.181684	0.042029	1.665e-16	VPS16	0.000001	0.164521	0.5	VPS16	0.132626	0.034175	0.000001	0.151638
DGN-WB	922	ENSG00000215271.6	HOMEZ	0.172419	0.038843	2.562e-13	HOMEZ	0.000001	0.160094	0.5	HOMEZ	0.083073	0.024859	0.000001	0.157942
DGN-WB	922	ENSG00000215251.3	FASTKD5	0.150413	0.038824	1.347e-10	FASTKD5	0.000001	0.161560	0.5	FASTKD5	0.127227	0.039573	0.000001	0.171687
DGN-WB	922	ENSG00000215187.5	FAM166B	0.050276	0.024701	0.0001218	FAM166B	0.000001	0.160627	0.5	FAM166B	NA	NA	NA	NA
DGN-WB	922	ENSG00000215045.4	GRID2IP	0.130978	0.038712	4.569e-07	GRID2IP	0.000001	0.156717	0.5	GRID2IP	0.123610	0.037423	0.000001	0.144411
DGN-WB	922	ENSG00000215041.4	NEURL4	0.152470	0.038218	2.688e-10	NEURL4	0.000001	0.157075	0.5	NEURL4	0.124152	0.033993	0.000001	0.150100
DGN-WB	922	ENSG00000215021.4	PHB2	0.000001	0.012545	0.5	PHB2	0.000001	0.152823	0.5	PHB2	NA	NA	NA	NA
DGN-WB	922	ENSG00000214954.4	LRRC69	0.253727	0.053798	0	LRRC69	0.000001	0.161548	0.5	LRRC69	NA	NA	NA	NA
DGN-WB	922	ENSG00000214872.4	SMTNL1	0.549178	0.052360	0	SMTNL1	0.000001	0.154241	0.5	SMTNL1	0.441902	0.051561	0.000001	0.106455
DGN-WB	922	ENSG00000214756.3	METTL12	0.000001	0.009641	0.5	METTL12	0.000001	0.160066	0.5	METTL12	NA	NA	NA	NA
DGN-WB	922	ENSG00000214753.2	HNRNPUL2	0.000001	0.012787	0.5	HNRNPUL2	0.000001	0.155389	0.5	HNRNPUL2	NA	NA	NA	NA
DGN-WB	922	ENSG00000214711.5	CAPN14	0.048935	0.024765	0.00135	CAPN14	0.000001	0.137658	0.5	CAPN14	0.050091	0.025113	0.043621	0.137391
DGN-WB	922	ENSG00000214706.6	IFRD2	0.035511	0.022285	0.0002092	IFRD2	0.000001	0.156175	0.5	IFRD2	0.032091	0.021990	0.000001	0.168031
DGN-WB	922	ENSG00000214595.7	EML6	0.158748	0.038580	0	EML6	0.000001	0.154133	0.5	EML6	0.151169	0.037044	0.000001	0.137963
DGN-WB	922	ENSG00000214575.5	CPEB1	0.023723	0.015165	0.001998	CPEB1	0.000001	0.149870	0.5	CPEB1	NA	NA	NA	NA
DGN-WB	922	ENSG00000214402.6	LCNL1	0.196404	0.044263	2.953e-14	LCNL1	0.000001	0.158438	0.5	LCNL1	0.169568	0.040790	0.000001	0.139503
DGN-WB	922	ENSG00000214357.4	NEURL1B	0.091162	0.033127	0.000417	NEURL1B	0.000001	0.156904	0.5	NEURL1B	0.079530	0.032623	0.000001	0.161605
DGN-WB	922	ENSG00000214300.6	SPDYE3	0.031190	0.018697	0.0006017	SPDYE3	0.000001	0.157768	0.5	SPDYE3	0.028779	0.018376	0.000001	0.163127
DGN-WB	922	ENSG00000214226.4	C17orf67	0.270361	0.043530	0	C17orf67	0.000001	0.162818	0.5	C17orf67	0.270467	0.043521	0.022419	0.126231
DGN-WB	922	ENSG00000214189.4	ZNF788	0.053309	0.024450	8.242e-05	ZNF788	0.000001	0.148242	0.5	ZNF788	NA	NA	NA	NA
DGN-WB	922	ENSG00000214140.6	PRCD	0.044533	0.023666	0.003918	PRCD	0.000001	0.152031	0.5	PRCD	0.041019	0.023533	0.000001	0.155579
DGN-WB	922	ENSG00000214114.4	MYCBP	0.006780	0.013811	0.3139	MYCBP	0.000001	0.149645	0.5	MYCBP	0.005751	0.013832	0.000001	0.154038
DGN-WB	922	ENSG00000214087.4	ARL16	0.513067	0.043324	0	ARL16	0.000001	0.155043	0.5	ARL16	0.506119	0.043392	0.000001	0.088115
DGN-WB	922	ENSG00000214026.6	MRPL23	0.000001	0.015024	0.5	MRPL23	0.000001	0.155468	0.5	MRPL23	NA	NA	NA	NA
DGN-WB	922	ENSG00000214021.11	TTLL3	0.092665	0.030554	2.355e-06	TTLL3	0.000001	0.155384	0.5	TTLL3	NA	NA	NA	NA
DGN-WB	922	ENSG00000214013.5	GANC	0.015965	0.012380	0.01573	GANC	0.000001	0.153054	0.5	GANC	0.015435	0.012302	0.000001	0.154973
DGN-WB	922	ENSG00000213999.11	MEF2B	0.056024	0.026594	0.001099	MEF2B	0.000001	0.155546	0.5	MEF2B	0.056051	0.026605	0.002954	0.150492
DGN-WB	922	ENSG00000213995.7	CARKD	0.351507	0.044297	0	CARKD	0.000001	0.157733	0.5	CARKD	0.311997	0.042444	0.000001	0.124778
DGN-WB	922	ENSG00000213983.7	AP1G2	0.019987	0.018915	0.1269	AP1G2	0.000001	0.152634	0.5	AP1G2	0.018750	0.019230	0.000001	0.159083
DGN-WB	922	ENSG00000213965.3	NUDT19	0.075922	0.029742	0.0001338	NUDT19	0.000001	0.157121	0.5	NUDT19	0.024591	0.016415	0.000001	0.155676
DGN-WB	922	ENSG00000213949.4	ITGA1	0.332788	0.052143	0	ITGA1	0.000001	0.150578	0.5	ITGA1	0.224251	0.041702	0.000001	0.133104
DGN-WB	922	ENSG00000213901.6	SLC23A3	0.309003	0.052881	0	SLC23A3	0.000001	0.143982	0.5	SLC23A3	0.256606	0.047403	0.000001	0.127755
DGN-WB	922	ENSG00000213799.6	ZNF845	0.012885	0.020100	0.2606	ZNF845	0.000001	0.159050	0.5	ZNF845	NA	NA	NA	NA
DGN-WB	922	ENSG00000213782.3	DDX47	0.054670	0.026795	0.004809	DDX47	0.000001	0.162170	0.5	DDX47	0.037839	0.026468	0.000001	0.191888
DGN-WB	922	ENSG00000213759.4	UGT2B11	0.136223	0.041368	9.992e-16	UGT2B11	0.000001	0.157334	0.5	UGT2B11	0.136404	0.041367	0.038920	0.138370
DGN-WB	922	ENSG00000213741.4	RPS29	0.017516	0.015351	0.08393	RPS29	0.000001	0.157908	0.5	RPS29	0.014721	0.015120	0.000001	0.167402
DGN-WB	922	ENSG00000213676.6	ATF6B	0.068729	0.025560	1.039e-10	ATF6B	0.000001	0.159947	0.5	ATF6B	0.059840	0.024520	0.000001	0.166654
DGN-WB	922	ENSG00000213672.3	NCKIPSD	0.396174	0.087043	0	NCKIPSD	0.000001	0.154255	0.5	NCKIPSD	0.363656	0.085211	0.000001	0.101607
DGN-WB	922	ENSG00000213626.7	LBH	0.062362	0.024147	1.698e-07	LBH	0.000001	0.152140	0.5	LBH	0.057462	0.023580	0.000001	0.151702
DGN-WB	922	ENSG00000213619.5	NDUFS3	0.003091	0.005677	0.2149	NDUFS3	0.000001	0.155597	0.5	NDUFS3	0.002925	0.005757	0.000001	0.162782
DGN-WB	922	ENSG00000213593.5	TMX2	0.046505	0.021428	2.672e-07	TMX2	0.000001	0.156707	0.5	TMX2	0.041277	0.020644	0.000001	0.167562
DGN-WB	922	ENSG00000213578.4	CPLX3	0.022922	0.015254	0.004155	CPLX3	0.000001	0.155157	0.5	CPLX3	0.008223	0.007898	0.000001	0.155664
DGN-WB	922	ENSG00000213563.2	C8orf82	0.000001	0.006119	0.5	C8orf82	0.000001	0.156445	0.5	C8orf82	NA	NA	NA	NA
DGN-WB	922	ENSG00000213512.1	GBP7	0.402585	0.051769	0	GBP7	0.000001	0.153934	0.5	GBP7	0.401510	0.051450	0.208807	0.107125
DGN-WB	922	ENSG00000213420.3	GPC2	0.050151	0.025131	2.879e-06	GPC2	0.000001	0.157986	0.5	GPC2	0.046185	0.024432	0.000001	0.161489
DGN-WB	922	ENSG00000213402.2	PTPRCAP	0.000001	0.008460	0.5	PTPRCAP	0.000001	0.163157	0.5	PTPRCAP	NA	NA	NA	NA
DGN-WB	922	ENSG00000213398.3	LCAT	0.090157	0.034530	0	LCAT	0.000001	0.162472	0.5	LCAT	0.082503	0.033094	0.000001	0.163403
DGN-WB	922	ENSG00000213390.6	ARHGAP19	0.349758	0.047758	0	ARHGAP19	0.000001	0.153992	0.5	ARHGAP19	0.343638	0.047355	0.000001	0.108943
DGN-WB	922	ENSG00000213366.8	GSTM2	0.470641	0.050421	0	GSTM2	0.000001	0.146063	0.5	GSTM2	0.396921	0.051728	0.000001	0.110348
DGN-WB	922	ENSG00000213347.6	MXD3	0.183144	0.039153	0	MXD3	0.000001	0.156594	0.5	MXD3	NA	NA	NA	NA
DGN-WB	922	ENSG00000213339.4	QTRT1	0.017254	0.014528	0.03387	QTRT1	0.000001	0.155008	0.5	QTRT1	0.016388	0.014703	0.000001	0.160789
DGN-WB	922	ENSG00000213240.7	NOTCH2NL	0.697005	0.068338	0	NOTCH2NL	0.000001	0.151101	0.5	NOTCH2NL	0.696168	0.068545	0.030368	0.047067
DGN-WB	922	ENSG00000213221.4	DNLZ	0.718607	0.031103	0	DNLZ	0.000001	0.149498	0.5	DNLZ	0.718748	0.031084	0.010662	0.050617
DGN-WB	922	ENSG00000213214.3	ARHGEF35	0.248444	0.050515	0	ARHGEF35	0.000001	0.146937	0.5	ARHGEF35	0.141769	0.033399	0.000001	0.141597
DGN-WB	922	ENSG00000213203.2	GIMAP1	0.175579	0.038181	0	GIMAP1	0.000001	0.161606	0.5	GIMAP1	0.175626	0.038209	0.004059	0.142060
DGN-WB	922	ENSG00000213186.3	TRIM59	0.091733	0.030385	0	TRIM59	0.000001	0.159419	0.5	TRIM59	NA	NA	NA	NA
DGN-WB	922	ENSG00000213171.2	LINGO4	0.374579	0.064639	0	LINGO4	0.000001	0.153568	0.5	LINGO4	0.320746	0.062737	0.000001	0.110150
DGN-WB	922	ENSG00000213139.3	CRYGS	0.063901	0.025595	0.0001354	CRYGS	0.000001	0.148130	0.5	CRYGS	0.059555	0.025467	0.000001	0.148430
DGN-WB	922	ENSG00000213096.5	ZNF254	0.004620	0.008503	0.2944	ZNF254	0.000001	0.170031	0.5	ZNF254	0.004231	0.009424	0.000001	0.195068
DGN-WB	922	ENSG00000213064.4	SFT2D2	0.041007	0.019103	0.0002395	SFT2D2	0.000001	0.149152	0.5	SFT2D2	0.039304	0.019065	0.000001	0.152527
DGN-WB	922	ENSG00000213047.7	DENND1B	0.023300	0.017213	0.02214	DENND1B	0.000001	0.153355	0.5	DENND1B	0.021511	0.016916	0.000001	0.158044
DGN-WB	922	ENSG00000213024.6	NUP62	0.086868	0.027422	1.643e-11	NUP62	0.000001	0.160238	0.5	NUP62	0.078062	0.026698	0.000001	0.159082
DGN-WB	922	ENSG00000213020.4	ZNF611	0.017570	0.018160	0.1204	ZNF611	0.000001	0.159130	0.5	ZNF611	0.016109	0.018479	0.000001	0.166282
DGN-WB	922	ENSG00000212710.3	CTAGE1	0.000001	0.009118	0.5	CTAGE1	0.000001	0.156799	0.5	CTAGE1	NA	NA	NA	NA
DGN-WB	922	ENSG00000211584.9	SLC48A1	0.000001	0.012650	0.5	SLC48A1	0.000001	0.146830	0.5	SLC48A1	NA	NA	NA	NA
DGN-WB	922	ENSG00000211456.6	SACM1L	0.225422	0.045261	0	SACM1L	0.000001	0.150576	0.5	SACM1L	0.225537	0.045244	0.033196	0.126904
DGN-WB	922	ENSG00000211455.3	STK38L	0.072964	0.026350	7.08e-07	STK38L	0.000001	0.150159	0.5	STK38L	0.058653	0.022725	0.000001	0.142776
DGN-WB	922	ENSG00000211450.5	C11orf31	0.002377	0.006852	0.3325	C11orf31	0.000001	0.159477	0.5	C11orf31	0.002350	0.007061	0.000001	0.165269
DGN-WB	922	ENSG00000206562.7	METTL6	0.087919	0.029630	1.164e-07	METTL6	0.000001	0.157596	0.5	METTL6	0.075471	0.029684	0.000001	0.174624
DGN-WB	922	ENSG00000206535.3	LNP1	0.202835	0.049510	0	LNP1	0.000001	0.147404	0.5	LNP1	0.203080	0.049550	0.016356	0.126425
DGN-WB	922	ENSG00000206531.6	CD200R1L	0.240214	0.047175	0	CD200R1L	0.000001	0.159972	0.5	CD200R1L	0.241012	0.047178	0.059166	0.132136
